image_name|image_id|image_width|image_height|annotation_id|category|category_id|iscrowd|bbox_xmin|bbox_ymin|bbox_xmax|bbox_ymax|bbox_width|bbox_height|bbox_area|segmentation|segmentation_area
PMC5989580_00007.jpg|381105|596|783|3718344|text|1|0|45.24|277.75|284.66|310.87|239.42|33.12|7929.590399999999|[[45.24, 277.75, 284.66, 277.75, 284.66, 287.4, 284.54, 287.4, 284.54, 299.13, 213.21, 299.13, 213.21, 310.87, 45.24, 310.87, 45.24, 299.13, 45.24, 299.13, 45.24, 287.4, 45.24, 287.4, 45.24, 277.75]]|7090.716156065522
PMC5989580_00007.jpg|381105|596|783|3718345|text|1|0|45.24|318.68|284.57|480.84|239.33|162.16|38809.7528|[[45.24, 318.68, 284.55, 318.68, 284.55, 330.41, 284.57, 330.41, 284.57, 340.07, 284.54, 340.07, 284.54, 351.75, 284.52, 351.75, 284.52, 363.48, 284.5, 363.48, 284.5, 377.3, 284.55, 377.3, 284.55, 386.95, 284.53, 386.95, 284.53, 400.41, 284.54, 400.41, 284.54, 410.42, 284.5, 410.42, 284.5, 424.24, 284.57, 424.24, 284.57, 433.89, 284.51, 433.89, 284.51, 447.71, 284.52, 447.71, 284.52, 457.37, 284.5, 457.37, 284.5, 469.1, 259.78, 469.1, 259.78, 480.84, 45.24, 480.84, 45.24, 471.18, 45.24, 459.45, 45.24, 447.71, 45.24, 435.98, 45.24, 422.16, 45.24, 422.16, 45.24, 410.42, 45.24, 410.42, 45.24, 400.41, 45.24, 389.03, 45.24, 377.3, 45.24, 365.56, 45.24, 353.83, 45.24, 342.09, 45.24, 330.41, 45.24, 318.68]]|38511.69189888169
PMC5989580_00007.jpg|381105|596|783|3718346|text|1|0|45.24|525.55|284.66|731.76|239.42|206.21|49370.7982|[[45.24, 525.55, 284.56, 525.55, 284.56, 535.2, 284.56, 535.2, 284.56, 550.16, 284.61, 550.16, 284.61, 559.81, 284.55, 559.81, 284.55, 574.7, 284.63, 574.7, 284.63, 587.01, 284.64, 587.01, 284.64, 599.25, 284.66, 599.25, 284.66, 608.91, 284.55, 608.91, 284.55, 623.86, 284.62, 623.86, 284.62, 633.51, 284.55, 633.51, 284.55, 648.4, 284.61, 648.4, 284.61, 658.06, 284.55, 658.06, 284.55, 672.95, 284.55, 672.95, 284.55, 685.25, 284.55, 685.25, 284.55, 694.91, 284.55, 694.91, 284.55, 709.8, 284.55, 709.8, 284.55, 719.46, 101.08, 719.46, 101.08, 731.76, 45.24, 731.76, 45.24, 722.1, 45.24, 709.8, 45.24, 697.56, 45.24, 685.25, 45.24, 672.95, 45.24, 660.71, 45.24, 648.4, 45.24, 636.1, 45.24, 623.86, 45.24, 608.91, 45.24, 608.91, 45.24, 599.25, 45.24, 587.01, 45.24, 574.7, 45.24, 562.4, 45.24, 550.16, 45.24, 537.85, 45.24, 525.55]]|47095.326150560286
PMC5989580_00007.jpg|381105|596|783|3718347|text|1|0|310.0|341.13|549.29|397.78|239.29|56.65|13555.7785|[[310.0, 341.13, 549.27, 341.13, 549.27, 350.78, 549.27, 350.78, 549.27, 362.52, 549.26, 362.52, 549.26, 376.39, 549.28, 376.39, 549.28, 386.05, 463.61, 386.05, 463.61, 397.78, 310.0, 397.78, 310.0, 388.13, 310.0, 376.39, 310.0, 364.66, 310.0, 352.86, 310.0, 341.13]]|12550.0692333614
PMC5989580_00007.jpg|381105|596|783|3718348|text|1|0|310.0|405.59|549.3199999999999|485.77|239.32|80.18|19188.677600000003|[[310.0, 405.59, 549.32, 405.59, 549.32, 415.24, 549.3, 415.24, 549.3, 429.06, 549.3, 429.06, 549.3, 438.71, 549.25, 438.71, 549.25, 452.59, 549.26, 452.59, 549.26, 462.24, 549.24, 462.24, 549.24, 474.03, 483.45, 474.03, 483.45, 485.77, 310.0, 485.77, 310.0, 476.11, 310.0, 464.38, 310.0, 452.59, 310.0, 440.85, 310.0, 429.06, 310.0, 417.32, 310.0, 405.59]]|18412.62171697151
PMC5989580_00007.jpg|381105|596|783|3718349|text|1|0|310.0|493.52|549.38|515.53|239.38|22.01|5268.7538|[[310.0, 493.52, 549.38, 493.52, 549.38, 503.17, 549.37, 503.17, 549.37, 515.53, 310.0, 515.53, 310.0, 505.88, 310.0, 493.52]]|5269.389848916442
PMC5989580_00007.jpg|381105|596|783|3718350|text|1|0|310.05|285.44|549.1600000000001|312.83|239.11|27.39|6549.222900000001|[[310.05, 285.44, 549.11, 285.44, 549.11, 295.44, 549.16, 295.44, 549.16, 302.85, 472.52, 302.85, 472.52, 312.83, 310.05, 312.83, 310.05, 305.42, 310.05, 295.44, 310.05, 285.44]]|5784.164482882712
PMC5989580_00007.jpg|381105|596|783|3718351|text|1|0|310.05|671.91|543.78|719.26|233.73|47.35|11067.1155|[[310.05, 671.91, 543.76, 671.91, 543.76, 681.97, 543.79, 681.97, 543.79, 689.38, 543.77, 689.38, 543.77, 699.3, 543.73, 699.3, 543.73, 709.28, 506.74, 709.28, 506.74, 719.26, 310.05, 719.26, 310.05, 711.85, 310.05, 701.87, 310.05, 691.89, 310.05, 681.97, 310.05, 671.91]]|10695.613441877533
PMC5989580_00007.jpg|381105|596|783|3718352|text|1|0|45.24|68.36|226.62|75.86|181.38|7.5|1360.35|[[45.24, 68.36, 226.62, 68.36, 226.62, 75.86, 45.24, 75.86, 45.24, 68.36]]|1360.5639918190864
PMC5989580_00007.jpg|381105|596|783|3718353|text|1|0|45.24|229.5|284.58|246.89|239.34|17.39|4162.122600000001|[[45.24, 229.5, 284.58, 229.5, 284.58, 236.92, 74.52, 236.92, 74.52, 246.9, 45.24, 246.9, 45.24, 239.48, 45.24, 229.5]]|2066.231853771169
PMC5989580_00007.jpg|381105|596|783|3718354|table|4|0|45.24|80.35|284.6|223.44|239.36|143.09|34250.0224|[[45.24, 80.35, 284.6, 80.35, 284.6, 223.44, 45.24, 223.44, 45.24, 80.35]]|34250.43640737499
PMC5989580_00007.jpg|381105|596|783|3718355|figure|5|0|284.2|67.99|549.41|275.26|265.21|207.27|54970.0767|[[284.2, 67.99, 549.41, 67.99, 549.41, 275.26, 284.2, 275.26, 284.2, 67.99]]|54969.339012
PMC5989580_00007.jpg|381105|596|783|3718356|figure|5|0|310.05|538.65|549.4100000000001|661.73|239.36|123.08|29460.4288|[[310.05, 538.65, 549.41, 538.65, 549.41, 661.73, 310.05, 661.73, 310.05, 538.65]]|29460.287667220924
PMC5989580_00007.jpg|381105|596|783|3718357|title|2|0|45.24|499.05|242.81|519.73|197.57|20.68|4085.7476|[[45.24, 499.05, 242.81, 499.05, 242.81, 508.28, 93.56, 508.28, 93.56, 519.73, 45.24, 519.73, 45.24, 510.51, 45.24, 499.05]]|2376.167501641321
PMC5260966_00008.jpg|383692|596|842|3742607|text|1|0|76.12|88.55|520.49|370.95|444.37|282.4|125490.088|[[76.53, 88.55, 518.74, 88.55, 518.74, 102.06, 519.99, 102.06, 519.99, 114.28, 518.94, 114.28, 518.94, 127.79, 518.74, 127.79, 518.74, 141.3, 518.74, 141.3, 518.74, 156.1, 518.74, 156.1, 518.74, 169.61, 518.74, 169.61, 518.74, 183.12, 519.12, 183.12, 519.12, 196.63, 519.74, 196.63, 519.74, 208.84, 518.74, 208.84, 518.74, 222.35, 518.74, 222.35, 518.74, 237.16, 518.74, 237.16, 518.74, 249.37, 518.74, 249.37, 518.74, 264.18, 520.48, 264.18, 520.48, 276.39, 518.74, 276.39, 518.74, 291.19, 518.74, 291.19, 518.74, 304.7, 518.94, 304.7, 518.94, 316.92, 518.74, 316.92, 518.74, 331.72, 518.74, 331.72, 518.74, 345.23, 518.74, 345.23, 518.74, 357.45, 488.58, 357.45, 488.58, 370.96, 76.53, 370.96, 76.53, 358.74, 76.53, 345.23, 76.53, 331.72, 76.53, 318.21, 76.53, 304.7, 76.53, 289.9, 76.23, 289.9, 76.23, 277.69, 76.53, 277.69, 76.53, 264.18, 76.53, 250.67, 76.53, 237.16, 76.53, 223.65, 76.53, 210.14, 76.53, 196.63, 76.53, 181.82, 76.24, 181.82, 76.24, 169.61, 76.53, 169.61, 76.53, 156.1, 76.53, 142.59, 76.53, 127.79, 76.12, 127.79, 76.12, 115.57, 76.53, 115.57, 76.53, 102.06, 76.53, 88.55]]|124543.52816217998
PMC5260966_00008.jpg|383692|596|842|3742608|text|1|0|76.53|401.44|519.98|508.22|443.45|106.78|47351.591|[[97.8, 401.44, 518.74, 401.44, 518.74, 414.95, 519.98, 414.95, 519.98, 428.46, 519.98, 428.46, 519.98, 440.67, 518.74, 440.67, 518.74, 455.48, 519.98, 455.48, 519.98, 467.69, 518.74, 467.69, 518.74, 482.5, 518.74, 482.5, 518.74, 494.71, 432.55, 494.71, 432.55, 508.22, 76.53, 508.22, 76.53, 496.01, 76.53, 482.5, 76.53, 468.99, 76.53, 455.48, 76.53, 441.97, 76.53, 428.46, 76.53, 414.95, 97.8, 414.95, 97.8, 401.44]]|45814.082089905394
PMC5260966_00008.jpg|383692|596|842|3742609|text|1|0|76.53|509.52|518.74|535.24|442.21|25.72|11373.641199999998|[[97.8, 509.52, 518.74, 509.52, 518.74, 521.73, 326.65, 521.73, 326.65, 535.24, 76.53, 535.24, 76.53, 523.03, 97.8, 523.03, 97.8, 509.52]]|8492.990778800915
PMC5260966_00008.jpg|383692|596|842|3742610|text|1|0|76.24|627.99|519.13|721.26|442.89|93.27|41308.3503|[[97.8, 627.99, 518.73, 627.99, 518.73, 641.5, 518.94, 641.5, 518.94, 653.72, 518.74, 653.72, 518.74, 668.52, 518.74, 668.52, 518.74, 682.03, 519.12, 682.03, 519.12, 694.24, 518.74, 694.24, 518.74, 707.75, 379.49, 707.75, 379.49, 721.26, 76.53, 721.26, 76.53, 707.75, 76.24, 707.75, 76.24, 695.54, 76.53, 695.54, 76.53, 682.03, 76.53, 668.52, 76.53, 655.01, 76.53, 641.5, 97.8, 641.5, 97.8, 627.99]]|39086.81739199348
PMC5260966_00008.jpg|383692|596|842|3742611|text|1|0|76.53|758.13|328.22|769.31|251.69|11.18|2813.8942|[[76.53, 758.13, 328.23, 758.13, 328.23, 769.31, 76.53, 769.31, 76.53, 758.13]]|2814.52367749298
PMC5260966_00008.jpg|383692|596|842|3742612|text|1|0|76.19|731.94|520.31|753.2|444.12|21.26|9441.9912|[[76.19, 731.94, 520.31, 731.94, 520.31, 743.07, 462.05, 743.07, 462.05, 753.2, 76.53, 753.2, 76.53, 743.07, 76.19, 743.07, 76.19, 731.94]]|8848.490639416501
PMC5260966_00008.jpg|383692|596|842|3742613|list|3|0|76.21|546.5|490.06|616.74|413.85|70.24|29068.824|[[76.21, 546.5, 235.46, 546.5, 235.46, 558.71, 215.06, 558.71, 215.06, 575.51, 242.04, 575.51, 242.04, 590.02, 490.05, 590.02, 490.05, 602.23, 347.47, 602.23, 347.47, 616.74, 76.21, 616.74, 76.21, 604.52, 76.21, 590.02, 76.21, 575.51, 76.21, 561.0, 76.21, 546.5]]|15672.776373896748
PMC5260966_00008.jpg|383692|596|842|3742614|title|2|0|76.53|381.7|146.62|394.01|70.09|12.31|862.8079000000001|[[76.53, 381.7, 146.62, 381.7, 146.62, 394.01, 76.53, 394.01, 76.53, 381.7]]|863.0341081018705
PMC4449961_00003.jpg|389474|596|794|3802431|text|1|0|56.69|112.52|290.64|303.43|233.95|190.91|44663.3945|[[56.69, 112.52, 290.52, 112.52, 290.52, 123.44, 290.51, 123.44, 290.51, 136.5, 290.55, 136.5, 290.55, 147.42, 290.49, 147.42, 290.49, 160.54, 290.6, 160.54, 290.6, 171.45, 290.51, 171.45, 290.51, 184.52, 290.52, 184.52, 290.52, 196.54, 290.53, 196.54, 290.53, 208.5, 290.65, 208.5, 290.65, 219.41, 290.55, 219.41, 290.55, 232.54, 290.59, 232.54, 290.59, 244.5, 290.62, 244.5, 290.62, 255.41, 290.55, 255.41, 290.55, 267.43, 290.53, 267.43, 290.53, 280.5, 290.6, 280.5, 290.6, 291.41, 223.81, 291.41, 223.81, 303.43, 56.69, 303.43, 56.69, 292.51, 56.69, 280.5, 56.69, 268.53, 56.69, 256.52, 56.69, 244.5, 56.69, 232.54, 56.69, 220.52, 56.69, 208.5, 56.69, 196.54, 56.69, 184.52, 56.69, 172.5, 56.69, 160.54, 56.69, 148.52, 56.69, 136.5, 56.69, 124.54, 56.69, 112.52]]|43844.19847507379
PMC4449961_00003.jpg|389474|596|794|3802432|text|1|0|304.72|88.54|538.69|363.41|233.97|274.87|64311.3339|[[304.72, 88.54, 538.65, 88.54, 538.65, 99.45, 538.58, 99.45, 538.58, 111.42, 538.55, 111.42, 538.55, 124.54, 538.58, 124.54, 538.58, 135.45, 538.55, 135.45, 538.55, 148.52, 538.64, 148.52, 538.64, 159.43, 538.57, 159.43, 538.57, 172.5, 538.57, 172.5, 538.57, 183.41, 538.56, 183.41, 538.56, 195.43, 538.56, 195.43, 538.56, 208.5, 538.66, 208.5, 538.66, 219.41, 538.58, 219.41, 538.58, 231.43, 538.52, 231.43, 538.52, 244.5, 538.68, 244.5, 538.68, 255.41, 538.63, 255.41, 538.63, 267.43, 538.61, 267.43, 538.61, 280.49, 538.63, 280.49, 538.63, 292.51, 538.7, 292.51, 538.7, 303.43, 538.56, 303.43, 538.56, 315.45, 538.54, 315.45, 538.54, 328.51, 538.61, 328.51, 538.61, 339.43, 538.56, 339.43, 538.56, 351.45, 458.51, 351.45, 458.51, 363.41, 304.72, 363.41, 304.72, 352.49, 304.72, 340.53, 304.72, 328.51, 304.72, 316.49, 304.72, 304.53, 304.72, 292.51, 304.72, 280.49, 304.72, 268.53, 304.72, 256.51, 304.72, 244.5, 304.72, 232.53, 304.72, 220.51, 304.72, 208.5, 304.72, 196.53, 304.72, 184.52, 304.72, 172.5, 304.72, 160.54, 304.72, 148.52, 304.72, 136.5, 304.72, 124.54, 304.72, 112.52, 304.72, 100.5, 304.72, 88.54]]|63325.74566997728
PMC4449961_00003.jpg|389474|596|794|3802433|text|1|0|56.69|328.27|290.63|423.45|233.94|95.18|22266.4092|[[56.69, 328.27, 290.55, 328.27, 290.55, 340.54, 290.63, 340.54, 290.63, 351.46, 290.62, 351.46, 290.62, 363.42, 290.51, 363.42, 290.51, 376.54, 290.55, 376.54, 290.55, 388.5, 290.61, 388.5, 290.61, 399.42, 290.55, 399.42, 290.55, 412.54, 290.61, 412.54, 290.61, 423.45, 56.69, 423.45, 56.69, 412.54, 56.69, 400.52, 56.69, 388.5, 56.69, 376.54, 56.69, 364.52, 56.69, 352.5, 56.69, 339.44, 56.69, 339.44, 56.69, 328.27]]|22260.854009683128
PMC4449961_00003.jpg|389474|596|794|3802434|text|1|0|304.72|388.24|538.61|423.45|233.89|35.21|8235.2669|[[304.72, 388.24, 538.58, 388.24, 538.58, 399.42, 538.56, 399.42, 538.56, 412.54, 538.62, 412.54, 538.62, 423.45, 304.73, 423.45, 304.73, 411.44, 304.73, 411.44, 304.73, 399.42, 304.72, 399.42, 304.72, 388.24]]|8234.747277891496
PMC4449961_00003.jpg|389474|596|794|3802435|text|1|0|56.69|442.3|194.4|452.49|137.71|10.19|1403.2649|[[56.69, 442.3, 194.41, 442.3, 194.41, 452.49, 56.69, 452.49, 56.69, 442.3]]|1402.9071280042408
PMC4449961_00003.jpg|389474|596|794|3802436|table|4|0|56.69|454.58|538.5799999999999|733.06|481.89|278.48|134196.7272|[[56.69, 454.58, 538.58, 454.58, 538.58, 733.05, 56.69, 733.05, 56.69, 454.58]]|134194.6038286601
PMC4449961_00003.jpg|389474|596|794|3802437|title|2|0|56.69|87.43|288.07|111.19|231.38|23.76|5497.5888|[[56.69, 87.43, 288.07, 87.43, 288.07, 99.23, 147.21, 99.23, 147.21, 111.19, 56.69, 111.19, 56.69, 99.4, 56.69, 87.43]]|3811.517200865339
PMC4449961_00003.jpg|389474|596|794|3802438|title|2|0|56.69|315.03|146.39999999999998|327.19|89.71|12.16|1090.8736|[[56.69, 315.03, 146.4, 315.03, 146.4, 327.19, 56.69, 327.19, 56.69, 315.03]]|1090.867515457794
PMC4449961_00003.jpg|389474|596|794|3802439|title|2|0|304.72|375.08|401.89|387.23|97.17|12.15|1180.6155|[[304.72, 375.08, 401.9, 375.08, 401.9, 387.23, 304.72, 387.23, 304.72, 375.08]]|1180.5474094147212
PMC5306068_00002.jpg|401432|596|791|3913061|list|3|0|51.02|56.73|291.65|530.39|240.63|473.66|113976.8058|[[68.03, 56.73, 289.12, 56.73, 289.12, 67.89, 160.8, 67.89, 160.8, 81.73, 291.64, 81.73, 291.64, 92.89, 291.64, 92.89, 291.64, 105.39, 291.61, 105.39, 291.61, 117.89, 289.13, 117.89, 289.13, 130.39, 128.98, 130.39, 128.98, 144.23, 291.61, 144.23, 291.61, 156.73, 291.63, 156.73, 291.63, 169.23, 291.63, 169.23, 291.63, 180.39, 289.12, 180.39, 289.12, 194.23, 289.14, 194.23, 289.14, 205.39, 289.13, 205.39, 289.13, 217.89, 141.35, 217.89, 141.35, 231.73, 289.1, 231.73, 289.1, 244.23, 291.62, 244.23, 291.62, 256.73, 291.62, 256.73, 291.62, 269.23, 291.63, 269.23, 291.63, 281.73, 291.65, 281.73, 291.65, 292.89, 250.32, 292.89, 250.32, 306.73, 291.64, 306.73, 291.64, 317.89, 289.13, 317.89, 289.13, 330.39, 289.13, 330.39, 289.13, 344.23, 289.14, 344.23, 289.14, 356.73, 291.65, 356.73, 291.65, 367.89, 289.13, 367.89, 289.13, 381.73, 291.63, 381.73, 291.63, 392.89, 194.79, 392.89, 194.79, 406.73, 291.61, 406.73, 291.61, 419.23, 291.63, 419.23, 291.63, 430.39, 291.61, 430.39, 291.61, 442.89, 289.14, 442.89, 289.14, 455.39, 289.13, 455.39, 289.13, 469.23, 291.64, 469.23, 291.64, 480.39, 291.61, 480.39, 291.61, 494.23, 291.61, 494.23, 291.61, 505.39, 289.12, 505.39, 289.12, 517.89, 89.42, 517.89, 89.42, 530.39, 68.03, 530.39, 68.03, 519.23, 68.03, 506.73, 68.03, 494.23, 68.03, 481.73, 68.03, 469.23, 68.03, 456.73, 68.03, 444.23, 68.03, 431.73, 68.03, 417.89, 51.02, 417.89, 51.02, 406.73, 68.03, 406.73, 68.03, 394.23, 68.03, 381.73, 68.03, 369.23, 68.03, 356.73, 68.03, 344.23, 68.03, 344.23, 68.03, 331.73, 68.03, 317.89, 51.02, 317.89, 51.02, 306.73, 68.03, 306.73, 68.03, 294.23, 68.03, 281.73, 68.03, 269.23, 68.03, 256.73, 68.03, 242.89, 51.02, 242.89, 51.02, 231.73, 68.03, 231.73, 68.03, 219.23, 68.03, 206.73, 68.03, 194.23, 68.03, 181.73, 68.03, 169.23, 68.03, 155.39, 51.02, 155.39, 51.02, 144.23, 68.03, 144.23, 68.03, 131.73, 68.03, 119.23, 68.03, 106.73, 68.03, 92.89, 51.02, 92.89, 51.02, 81.73, 68.03, 81.73, 68.03, 69.23, 68.03, 56.73]]|95864.17067170936
PMC5306068_00002.jpg|401432|596|791|3913062|list|3|0|306.14|56.73|546.77|592.89|240.63|536.16|129016.1808|[[323.15, 56.73, 546.75, 56.73, 546.75, 69.23, 546.76, 69.23, 546.76, 80.39, 546.74, 80.39, 546.74, 94.23, 546.77, 94.23, 546.77, 105.39, 546.77, 117.89, 544.24, 117.89, 544.24, 130.39, 544.22, 130.39, 544.22, 142.89, 421.9, 142.89, 421.9, 156.73, 546.72, 156.73, 546.72, 167.89, 544.22, 167.89, 544.22, 181.73, 546.77, 181.73, 546.77, 192.89, 546.74, 192.89, 546.74, 205.39, 546.72, 205.39, 546.72, 217.89, 544.25, 217.89, 544.25, 230.39, 544.23, 230.39, 544.23, 244.23, 546.73, 244.23, 546.73, 256.73, 546.74, 256.73, 546.74, 267.89, 546.74, 281.73, 546.76, 281.73, 546.76, 292.89, 546.76, 305.39, 391.06, 305.39, 391.06, 319.23, 546.76, 319.23, 546.76, 330.39, 546.74, 330.39, 546.74, 344.23, 546.77, 344.23, 546.77, 355.39, 546.77, 367.89, 544.28, 367.89, 544.28, 380.39, 544.25, 380.39, 544.25, 392.89, 455.8, 392.89, 455.8, 406.73, 546.75, 406.73, 546.75, 419.23, 546.75, 419.23, 546.75, 431.73, 546.75, 431.73, 546.75, 442.89, 546.75, 442.89, 546.75, 456.73, 546.77, 456.73, 546.77, 467.89, 546.72, 467.89, 546.72, 480.39, 338.98, 480.39, 338.98, 494.23, 546.74, 494.23, 546.74, 506.73, 546.76, 506.73, 546.76, 517.89, 449.37, 517.89, 449.37, 531.73, 546.73, 531.73, 546.73, 544.23, 546.76, 544.23, 546.76, 556.73, 546.77, 556.73, 546.77, 567.89, 546.74, 567.89, 546.74, 580.39, 393.54, 580.39, 393.54, 592.89, 323.15, 592.89, 323.15, 581.73, 323.15, 569.23, 323.15, 556.73, 323.15, 542.89, 306.14, 542.89, 306.14, 531.73, 323.15, 531.73, 323.15, 519.23, 323.15, 505.39, 306.14, 505.39, 306.14, 494.23, 323.15, 494.23, 323.15, 481.73, 323.15, 469.23, 323.15, 456.73, 323.15, 444.23, 323.15, 431.73, 323.15, 417.89, 306.14, 417.89, 306.14, 406.73, 323.15, 406.73, 323.15, 394.23, 323.15, 381.73, 323.15, 369.23, 323.15, 356.73, 323.15, 344.23, 323.15, 330.39, 306.14, 330.39, 306.14, 319.23, 344.69, 319.23, 344.69, 306.73, 344.69, 294.23, 344.69, 281.73, 344.69, 269.23, 344.69, 256.73, 344.69, 244.23, 344.69, 231.73, 344.69, 219.23, 344.69, 206.73, 344.69, 194.23, 344.69, 181.73, 344.69, 167.89, 323.15, 167.89, 323.15, 156.73, 344.69, 156.73, 344.69, 144.23, 344.69, 131.73, 344.69, 119.23, 344.69, 106.73, 344.69, 94.23, 344.69, 81.73, 344.69, 67.89, 323.15, 67.89, 323.15, 56.73]]|103964.96454661152
